row_id,tweet_id,created_at,user,location,text
0,'1263613281924595712,5/21/20 23:30,ToplessVegas,Las Vegas,"@chrislhayes Cuomo, Murphy, Walz, Whitmer, and Newsom are de facto euthanizing grandparents by requiring unprepared… https://t.co/K54Q2FRYFs"
1,'1263613280381263872,5/21/20 23:30,Adwoaadubianews,Ghana,"Meet the 95-year-old veteran walking 14 miles to raise US$600,000 for COVID-19 charities https://t.co/63ssLbcLBm"
2,'1263613280242683904,5/21/20 23:30,roselarosillo,"Baja California, México",#COVID19 da mucha sed https://t.co/C3ogGuBG1L
3,'1263613270574989312,5/21/20 23:30,GreenCleanLV,"Las Vegas, Nevada",https://t.co/18dsvdpAZf Architects design COVID-19 mobile testing labs for underserved communities #GreenClean
4,'1263613269086011393,5/21/20 23:30,RajaNomanjamwal,"Jammu, Jammu And Kashmir","We are the only generation in human history to fight 3 pandemics together : TikTok, Covid 19 and stupidity."
5,'1263613268066734093,5/21/20 23:30,BreatheAgain777,"Texas, USA",Well the blue states have more Adrenochrome addicts and child traffickers. Of course they are still locked down....… https://t.co/rwfI8N6cxz
6,'1263613267865415682,5/21/20 23:30,SonKing,Tampa Bay,@SteveRustad1 Over 600 Doctors Road to Trump and asked him to end the COVID-19 lockdown. We don’t believe your fake… https://t.co/QlXPxQsubb
7,'1263613267773198336,5/21/20 23:30,newsfilterio,"New York, NY",UPDATE 1-Brazil retail tycoon Diniz says local supermarkets were fast to adjust to COVID-19 $BRFS #coronavirus… https://t.co/AwD1zSvE2P
8,'1263613267106136064,5/21/20 23:30,katgjovik,"Bainbridge Island, WA  USA",This promises to be a lively conversation - @dkorten w/ @SandraWaddock aka @IntellectShaman re how economic and man… https://t.co/PYZ9Qfnx3P
9,'1263613266229555200,5/21/20 23:30,MurraySchwann,"Biggar,Saskatchewan, Canada",Gary Kohls MD: An Alternative Medical View on COVID-19
10,'1263613263822143497,5/21/20 23:30,Prof_ian_shaw,Nottingham,Why are Africa’s Covid-19 Sucvesses not being celebrated?  https://t.co/z2wtZGBbsR
11,'1263613263364882432,5/21/20 23:30,508Flocko,"Boston, MA","Tv: If You Or A Loved On Worked During The 2020 Covid-19 Pandemic You May Have Been Ex

Me In 2030: https://t.co/5szDs5VveL"
12,'1263613262681247745,5/21/20 23:30,Bmanlegoboy,"North Carolina, USA","My mom said that when Disney reopens, they should install X-ray machines to scan your bags like those at airports s… https://t.co/8mFyMiObC9"
13,'1263613261888598016,5/21/20 23:30,devin_alexandrr,,Yoooo my Professor is clutch fuck Covid-19 😂🍾🎉 https://t.co/rcje7ybKrk
14,'1263613259845787649,5/21/20 23:30,RonRumple,,@Qanon76 @realDonaldTrump His deal 4 WHAT? ADRENOCHROME from the 3B WUHAN LAB that sent us into LOCKDOWN #Covid19… https://t.co/EGt87urYI5
15,'1263613257933176832,5/21/20 23:30,tracysherlock,Vancouver BC,She ensures people there is a notification system in place and that anyone feeling unwell will be separated in scho… https://t.co/NUa8IiVFFr
16,'1263613254103949312,5/21/20 23:30,HashimShar,Mirpurkhas Sindh,"Reckless and distrustful crowds on all sides  will cause speedy spreadout of ""Covid 19""  in the month of June and a… https://t.co/AKbhYNcINd"
17,'1263613253944573959,5/21/20 23:30,JamesFordTweets,"Telluride, Colorado. ",Dummy in a mask...https://t.co/8HnW5BgDJv
18,'1263613250987532293,5/21/20 23:30,HaroonK94252913,United Arab Emirates,"Azithromycin known for treatment of numerous bacterial infections such as strep throat,pneumonia,diarrhea, and othe… https://t.co/RyTYADPXt6"
19,'1263613250165497857,5/21/20 23:30,HomecareCovid19,,"Know the emergency warning signs of #Coronavirus. Though many people may get #cough and #fever, symptoms like bluis… https://t.co/6i2MyYDASC"
20,'1263613248663965698,5/21/20 23:30,elradarsv,,"#ElSalvador On April 24, President @realDonaldTrump offered to send mechanical fans to save the lives of critically… https://t.co/msSpMktKvX"
21,'1263613248030470144,5/21/20 23:30,humboldtdave,"Eureka, CA",Ex-White House employee who served 11 presidents dies of COVID-19 https://t.co/gLtfeKfj8H
22,'1263613247934156802,5/21/20 23:30,OhioIndy1,,"@WarrenDavidson I guess you missed that @SecPompeo hosted dinners, at taxpayer expense, that promoted his political… https://t.co/latLNIQ0UB"
23,'1263613246629531648,5/21/20 23:30,wordjuggler,"Boise, Idaho",Our government hasn’t caught up with the first wave yet. We’re fucked.  https://t.co/YxPYX3jJEp
24,'1263613243010027520,5/21/20 23:30,kaylenemarieee,ny:),my dad just said “if covid 19 was a person” and pointed at me.. das it i’m running away
25,'1263613240774258688,5/21/20 23:30,arabnewspk,,"A #shopping mall in #Singapore is deploying a newly developed smart robot to fight #COVID19, not with chemicals — b… https://t.co/9VbzVbiLbz"
26,'1263613239675453443,5/21/20 23:30,GiletsJaunesUK,West Midlands,"Hydroxychloroquine appears to be a safe, cheap and proven drug. Are elderly Britons being sacrificed to Covid-19 to… https://t.co/GOuwS4yeo9"
27,'1263613239172247553,5/21/20 23:30,Hits984,"Nairobi, Kenya",What happens when COVID-19 restrictions are lifted? Here are 3 sectors to watch https://t.co/YsnwHulOsa
28,'1263613238157012992,5/21/20 23:30,SharonC61730830,,@JustAskLizz @TalbertSwan @jackbmills @Toniob38 @FedEx @FedExPolicy Make this right.  How dare you not stand up for… https://t.co/5Vlsvl4PbV
29,'1263613237611896832,5/21/20 23:30,amy_may_lee,,@kolb Influenza or something else? I'm very glad to hear that it's not Covid-19
30,'1263613236928274433,5/21/20 23:30,Red_XIV,,@8simon9 @ScottAdamsSays Hydroxychloroquine isn't a treatment for COVID-19.
31,'1263613236504657925,5/21/20 23:30,TerrVisionnaire,,Fuck Covid-19. My allergies have been beating my ass for the past 3 days 😩
32,'1263613232532598788,5/21/20 23:30,u2songs,on a server,"Island Records' One Love COVID-19 Relief Auction raised £179,755 today, thanks in part to Bono's autographed, handw… https://t.co/jNXWxCZ86F"
33,'1263613228703252483,5/21/20 23:30,__imaannn,,I got ptsd from having Covid 19. Any small chest pressure I be like hold up.
34,'1263613228250206208,5/21/20 23:30,SFSU_CSLD,"San Francisco, CA",WE NEED YOU!!!  Come do your part to help safely re-open your state. The CDC Foundation is recruiting for critical… https://t.co/gcvvXCrGMf
35,'1263613223086903296,5/21/20 23:30,daleamtsberg,"Melbourne, Australia",Maharashtra forms panel to assist doctors in handling #dengue in India with higher risk of outbreak during #COVID-1… https://t.co/D4OsYPLEpG
36,'1263613220842958849,5/21/20 23:30,HydVice,"Hyderabad, India",@balala_ahmed @aimim_national @asadowaisi Great job By Aimim We Salute Hole Amim Army Great Work During #Lockdown… https://t.co/hTTk4TXPl3
37,'1263613220432097286,5/21/20 23:30,PPICNotes,"San Francisco & Sacramento, CA","For two recent special #elections in CA, all voters received vote-by-mail ballots. Our latest piece on #COVID19 dis… https://t.co/U5naS8zKrm"
38,'1263613213947473920,5/21/20 23:30,giovanni_ef,"Sydney, Australia",@lcos3060 @Haxby_Abbott @CGMMaher @DrChristineLin Thanks Leo. It's already been taken care of. @Rafael_Z_Pinto is m… https://t.co/C6oFn9qcWj
39,'1263613213406490624,5/21/20 23:30,TheWill_ofMan,"Los Angeles, CA","Hmm...clearly @amazon is on #trend, using this bullshit Corona Virus Covid19 hysteria to DELAY their deliveries.… https://t.co/oFMM2gTsqa"
40,'1263613213012156417,5/21/20 23:30,cestleiden,,Oxfam withdraws operations from 18 countries amid COVID-19 related financial pressures https://t.co/GZUmdNk7Rq
41,'1263613209669492749,5/21/20 23:30,c2thajay,"Atlanta, GA",COVID19 still hasn't made me watch an episode https://t.co/Z09pKqaVYq
42,'1263613209170202625,5/21/20 23:30,parkytheartist,"Gwalior, India",@flyspicejet Thank you i am able to book the ticket. Just wanted to anything specific i need to follow for travelin… https://t.co/mtZMhBUshM
43,'1263613206829940738,5/21/20 23:30,DrCristinaF,"Miami, FL",Anyone who puts their lives at risk during #COVID19 to help others: https://t.co/t8bUjNOODb
44,'1263613206649593857,5/21/20 23:30,EurasiaReview,Everywhere,COVID-19 Pandemic Provides Opportunity To Revive The Oceans – OpEd https://t.co/HaeGwj0WdH
45,'1263613205064093697,5/21/20 23:30,uzigalil,,At the office of emergency management #covid_19 @ Downtown Los Angeles https://t.co/Dysfgt90cM
46,'1263613199338831872,5/21/20 23:30,ScottBordenLPC,United States,FREE COVID-19 Job Search Resources - Executive Career Brand™ https://t.co/bwgVGdm8xu
47,'1263613196801396737,5/21/20 23:30,AgrilandIreland,Ireland,Check out the latest FarmLand episode... https://t.co/tOkUtt2ZtZ
48,'1263613195400462338,5/21/20 23:30,Saleemu4,NG,"Apple-Google: COVID-19 Exposure Notification API: How does it work?
@Google @googledevs @Apple @AppleSupport… https://t.co/jp154LcuLH"
49,'1263613194800676871,5/21/20 23:30,jasonhe54,"Manhattan, NY","@iblamecici @asian_jared @Pwn20wnd You don’t have to listen to me. You can update if you want. Besides, it’s not mu… https://t.co/5ll2S7k6h6"
50,'1263613194687393798,5/21/20 23:30,covid19oyo_eoc,Ibadan,"#Covid_19 OYO STATE CASE UPDATE

21st May, 2020
28 new cases confirmed 

#staysafe #SocialDistancing https://t.co/rVn2UlI11c"
51,'1263613193701777408,5/21/20 23:30,OKeefeCRS,"Baltimore, MD","#COVID-19 in Gaza is a horrifying prospect.  Very many, very vulnerable people in a very tight space. https://t.co/lRnS6pqcRJ"
52,'1263613192208408576,5/21/20 23:30,Jedi_master88,,Losing Adri and then Covid-19 causing the school year to be cancelled. That was a wrap. Mark this down as the worst school year for me.
53,'1263613189838655488,5/21/20 23:30,Josemd,Los Angeles,"Lockdown Delays Cost at Least 36,000 Lives, Data Show. Trump did say he could shoot someone and still win as Presid… https://t.co/AHJFPk7sRq"
54,'1263613188366577664,5/21/20 23:30,CarmalitaGip,"Norfolk, VA","@cynthiacrytzer @axios Won’t happen. The states are broke. The schools and hospitals will never be underfunded. So,… https://t.co/IuV1sPykQG"
55,'1263613187611668484,5/21/20 23:30,kklutz,"Ontario, Canada","@TomFitton @kati02683402 When the flu arrived in the U.S. in 1957, the U.S. had a vaccine ready. Deaths are estimat… https://t.co/nriKr7sVAY"
56,'1263613181378863105,5/21/20 23:30,Fashionista_com,"New York, NY","""Our world has permanently changed, and our habits as a society have been impacted, so if you're waiting for things… https://t.co/eCfj9A17NO"
57,'1263613179533410305,5/21/20 23:30,mr_qwadjogh,U b i q u i t o u s ,@GHOneTV @ECGhanaOfficial You see our leaders pretend as if those cloth made nose mask we wear are standardized to… https://t.co/L2uZZ65vi8
58,'1263613178904145920,5/21/20 23:30,FilamstarN,San Francisco Ca,"As I See It: COVID-19: Re-opening, perception, election https://t.co/kXoNo8TeP1 via @FilAmstar"
59,'1263613178296053760,5/21/20 23:30,21WIRE,USA,"In #Romania, experts are urging the parliament to push through legislation for a mandatory #vaccine for #COVID19. A… https://t.co/UB3XEnlh0Y"
60,'1263613172230942721,5/21/20 23:30,CRNPhilippines,Philippines,"Happening today at 10 a.m. via https://t.co/4uJvxtiI0j. 

Let's discuss how to protect children from online sexual… https://t.co/OLdYrRLP8z"
61,'1263613170192654336,5/21/20 23:30,audioxoxo,Everywhere,"@ryanmkiser @robertropars “If COVID19 doesn’t take you out, can I?” Personal favorite."
62,'1263613169181827078,5/21/20 23:30,MMongoose999,The United Kingdom,"@realDonaldTrump Stick the pole up your ass whilst you’re at it. I’ve heard it’s a good cure for Covid-19, so I’m s… https://t.co/tm749hm0sH"
63,'1263613169026695169,5/21/20 23:30,kingso1k,"South Carolina, USA",Pray For My Family 6 Was Tested Positive For COVID-19 🙏🏾
64,'1263613168896610304,5/21/20 23:30,TomasMiola,,"Even if you have a (covid-19)
You can cough on me again
I still haven't had my fulfill

https://t.co/pNX3cTYnx1"
65,'1263613168237965312,5/21/20 23:30,AnsuPHP,"Chambal, India","Will meet piped water target despite outbreak: Jal Shakti minister Gajendra Singh Shekhawat

""Coronavirus disease (… https://t.co/XZCznCgdxD"
66,'1263613168082841601,5/21/20 23:30,Sailorchronos,"Montreal, Quebec",@forwardarc Clearly they haven't read the news stories about pastors and parishioners contracting Covid-19 after religious services.
67,'1263613166535282694,5/21/20 23:30,randerdd,,@sloyoroll01973 @HonorDecency I just got back from a store and I saw so many people without masks. I even had to as… https://t.co/lGSrSmoCUs
68,'1263613164559626240,5/21/20 23:30,DavidTrewern,"Byron Bay, Australia",COVID-19 seems like musical chairs for countries and businesses. When the music stops (and things return to normal)… https://t.co/sUat3alOZB
69,'1263613164010250241,5/21/20 23:30,organiccheryl,Kincardine,Rich Roll: COVID-19 Is Highlighting Horrors Of Animal Ag https://t.co/tKfuWvI66I via @YouTube
70,'1263613162529619968,5/21/20 23:30,lopezgovlaw,"Miami, Florida","#Breaking #News Saturday, May 23rd: Salute flight tribute to all COVID-19 frontline workers in South Florida from o… https://t.co/GNZ93tKCSr"
71,'1263613161254481920,5/21/20 23:30,ForSchaper,"Torrance, California","The South Bay has done a great job of flattening the #COVID19 curve.

But @GavinNewsom and @AsmMuratsuchi are flatt… https://t.co/HmFNrRrhsv"
72,'1263613159996186624,5/21/20 23:30,BazinettPeter,,@SeanBrodrick RNA types of viruses have no known effective vaccines made to date only DNA type of viruses have had… https://t.co/CQUplhRy7j
73,'1263613159950204929,5/21/20 23:30,Secret_SquirreI,,@dcexaminer @dananessel @realDonaldTrump https://t.co/ovtjrXXbYu  what is this then.. such liars.
74,'1263613159610277889,5/21/20 23:30,Arrow252525,,#PMJoy I don't care how many terrible things Trump has done (LOOOOONG list) or what polls say (Biden ahead). I know… https://t.co/0EZETbZ42G
75,'1263613157043552258,5/21/20 23:30,kwileyfl,"Gainesville, FL","If you want to submit an abstract to the Special Issue, but the current COVID-19 crisis is causing you significant… https://t.co/NyZnXyGJvh"
76,'1263613156678664195,5/21/20 23:30,btsoutcharted,bts | botw | ac,imagine trusting the government over actual doctors and scientists when it comes to covid-19
77,'1263613154979971073,5/21/20 23:30,Shafer5The,,"Proud Parent Moment: Cameron was nominated for a ""Cougar Pride Award"" this year. KMS faculty and staff put together… https://t.co/G5UmA701t0"
78,'1263613153478348802,5/21/20 23:30,PIB8buoy2,Coastal Bend of Texas,"@overholt_greg @EmilEEEElime Hmmmm, wonder if Marks-a-lot block COVID-19?"
79,'1263613152781975552,5/21/20 23:30,LifeOf_Pollo,Sanger (Fresno CA),"""COVID-19: Some US national parks are re-opening for Memorial Day weekend"" #Coronavirus https://t.co/739Argatk1"
80,'1263613152220131338,5/21/20 23:30,_nazeefatima,Sverige,"Twitter, what decision(s) you are happy that you made or what good habits you built before #COVID19 situation happe… https://t.co/HAKE5Qfpb4"
81,'1263613151637057538,5/21/20 23:30,HEIR2HERE,Earth,"@msnbc @cnn @ABCPolitics @NBCPolitics @CBSNews 

Yeah, so this happened today....and it looks like, umm COVID19 IS… https://t.co/E1QwxLVe32"
82,'1263613150227726338,5/21/20 23:30,LSHSteve,Western Canada,"We are all dealing with a different level of uncertainty this year, but there are practical steps to keep your busi… https://t.co/xy5ZwknovU"
83,'1263613150022242309,5/21/20 23:30,mhgophils,Philadelphia,"I donated to the @PHLCovid19Fund, a rapid response fund to support Greater #Philadelphia #nonprofits at the frontli… https://t.co/dL870VREyU"
84,'1263613148877242371,5/21/20 23:30,CandyHutson1,,"@dananessel Donald Trump Wears Mask at Ford Plant
https://t.co/Fqd2Bt7Qbd"
85,'1263613148105338880,5/21/20 23:30,HerbJWesson,"Los Angeles, CA",A pandemic within a pandemic. https://t.co/cYKFeGeFaN
86,'1263613147061108737,5/21/20 23:30,CherylRainfield,Toronto,Nurse's photos show the drastic effects of his 8-week hospitalization with COVID-19 https://t.co/ugBQn2lP5e
87,'1263613145907638276,5/21/20 23:30,Scotladywriter,1296 Scotland! :-),"@traytaymakeup @SpyDoggie @GOP Per Johns Hopkins University: Covid-19 deaths do not count prisons, nursing homes, d… https://t.co/Vu3A1Dj7BQ"
88,'1263613145572139010,5/21/20 23:30,RosemarieKNorr,,“Glenn Beck Special: Battling COVID-19 tyrants is the NEW civil rights movement”
89,'1263613144955588611,5/21/20 23:30,Lakotasky,"Washington, DC",CDC advises hospitals to test babies born to mothers with coronavirus https://t.co/7HkOai3FPi via @MailOnline
90,'1263613143437082624,5/21/20 23:30,mssinenomine,"Vancouver, BC",@KarenCopeland3 @careful_c Well that's not quite the question I wanted asked. I wanted to know specifically why the… https://t.co/ioWGcMNX5N
91,'1263613141134565382,5/21/20 23:30,DolanoCubo,Lost in inner mental space,@KinkTodd @tigerfoxx Maybe something related to the COVID virus.  I had something right after MFF 2018 that would h… https://t.co/FbKBZuejoc
92,'1263613141100818432,5/21/20 23:30,Janis_Hill,"South Australia, Australia","So, any time you feel hard done by as you can't cross state borders to a holiday, or because you're ""stuck"" at home… https://t.co/Lojtf7Fwje"
93,'1263613140220014593,5/21/20 23:30,DIPR_COVID19,Karnataka,"@man_frm_earth Dear Sir,
As of now no such mentions in the given SOP by GOK. Please wait for the official circular.… https://t.co/7JdlqOgNWH"
94,'1263613138693431296,5/21/20 23:30,uzo01,Canada IJN ,"Nigerians say because they're not showing them videos and pictures of isolation centers, there is no COVID-19 in Ni… https://t.co/sVoaUJHaQA"
95,'1263613137154183168,5/21/20 23:30,PillsAustralia,,Small Habits can make a big difference. Wash your hands regularly to fight against this pandemic disease Covid-19.… https://t.co/IA3AZTsH6r
96,'1263613136990613506,5/21/20 23:30,ArcGISApps,"Redlands, CA",We've put together a new learning plan to help you get set up with #ArcGISDashboards for #COVID19 Emergency Managem… https://t.co/hV4WvziqeG
97,'1263613135669415936,5/21/20 23:30,almostnative2,,Texas Admitted It Can’t Enforce Its COVID-19 Lockdown. More States Should Do The Same. – https://t.co/lnBFMECFLp https://t.co/wjLU7wrbCe
98,'1263613133677047812,5/21/20 23:30,CALTruckSchools,Southern California,America Truck Driving Schools are OPEN for business! We’ve taken all the #Covid19 safety precautions and are safely… https://t.co/uDYSSOFhZF
99,'1263613133333180417,5/21/20 23:30,bharali_rishi,DIKOM,"On #InternationalTeaDay, students of our tea garden #DikomTeaEstate dedicated a song to all our Frontline workers,… https://t.co/EnoQyx2d3O"
100,'1263613133182193666,5/21/20 23:30,countsapp,"Australia, United Kingdom",ℹ️ DID YOU KNOW? The Arts and Recreation Services industry is anticipated to be the most adversely impacted by COVI… https://t.co/HlSEMMM5JE
101,'1263613132884205569,5/21/20 23:30,DataStace,"Victoria, Australia","Kids and #Covid_19 thread. 👇🏼

- Children underrepresented in global covid burden, &lt;2%

- They can get it, but mini… https://t.co/5eHYBVjPIq"
102,'1263613132221661185,5/21/20 23:30,MilpitasCityGov,"Milpitas, California","It's Affordable Housing &amp; Building Safety Month!

Tonight's event is on emergency home repairs during COVID-19. 

F… https://t.co/uFmp8BX2oe"
103,'1263613132070694918,5/21/20 23:30,RNAO,Ontario,"#COVID19 isn't over, and neither is our #Cheer4HealthWorkers campaign! It's week nine, and we're cheering loud! Joi… https://t.co/xaiLIL2cN7"
104,'1263613130661339136,5/21/20 23:30,cacheupdate,,"By the Numbers: USU Data Scientists Chase Respiratory Illness Outbreaks, including COVID-19 https://t.co/TRSEC0GbK5"
105,'1263613129780535296,5/21/20 23:30,CharityVillage,Canada,A reminder that @VolunteerOttawa has volunteers available and ready to help in the COVID-19 crisis.  https://t.co/hQ6UwtZSNF
106,'1263613129063358464,5/21/20 23:30,LS_Medical,Worldwide,Missed It? #NIH clinical trial testing antiviral #Remdesivir plus anti-inflammatory drug #Baricitinib for #COVID-19… https://t.co/vOhNLGo6IZ
107,'1263613128870248448,5/21/20 23:30,WhosoeverWill1,Everywhere,"A replaceable, more efficient filter for N95 masks - Since the outbreak of COVID-19, there's been a worldwide short… https://t.co/o8Hto9P1JI"
108,'1263613128870223873,5/21/20 23:30,BCTradeInvest,"British Columbia, Canada","Looking for more info on BC's restart plan?

Worksafe Guidelines for businesses reopening: https://t.co/6LjjKcvt3R… https://t.co/TPglbHME8k"
109,'1263613128841072648,5/21/20 23:30,nbcsandiego,"San Diego, CA",WATCH LIVE: San Diego Mayor Kevin Faulconer is discussing progress in COVID-19 vaccines and treatments with two San… https://t.co/FQpPeeBqyq
110,'1263613128639684608,5/21/20 23:30,GreaterTacoma,"Tacoma, WA",Rapid response funding for populations vulnerable to COVID-19 is made possible through generous contributions from… https://t.co/kA42uXpBOr
111,'1263613127691833344,5/21/20 23:30,LogManMaritimes,"Sydney, NS, Cape Breton",Human clinical trials in Halifax for COVID-19 vaccine could begin within a week - Halifax Today https://t.co/rWUzBAWhvG via @HalifaxToday
112,'1263613127515500544,5/21/20 23:30,drdavidgould,,"@SenDanSullivan, please support Sen. Wyden’s Resilient Elections During Quarantines + Natural Disasters Act of 2020… https://t.co/hR3VARsmZU"
113,'1263613126722777088,5/21/20 23:30,mpitcher58,,"Same battle, different climate #ClimateCrisis #JustFDoit  https://t.co/TqW2ZX1E1d"
114,'1263613126601211904,5/21/20 23:30,ArtSS_Sydney,University of Sydney,Join @Sydney_Ideas for a special panel discussion on #geopolitics in a #post-pandemic world on 2 June - register now https://t.co/6gH0uxNOBz
115,'1263613126324506626,5/21/20 23:30,CrayKain,Praying Mantis Hope,"DYK
#Covid_19 contracts paid for by OUR taxes have been no-bid, no-qualification by all departments under Trump?

W… https://t.co/joicL3GBGW"
116,'1263613126219628546,5/21/20 23:30,GrantGeek,United States,"#GrantAlert: $95,589 for Alaska Emergency Grants to Address Mental Health and SUD During COVID-19: Small Communitie… https://t.co/1VzvTFgP8Y"
117,'1263613125821112322,5/21/20 23:30,CompanyFoxtrot,,US secures 300 million doses of potential AstraZeneca COVID-19 vaccine #Covid_19  #Trump2020 #NationalSecurity  https://t.co/p071LscTRK
118,'1263613125024251904,5/21/20 23:30,ASP_Chat,,"Q4. What impact has #COVID19 had on your organizational culture (eg, how people interact) and what opportunities ha… https://t.co/SlyNvINqAB"
119,'1263613124541726721,5/21/20 23:30,Slovydal,Under Surveillance ,"@St_Rev I had something in dec/jan that I thought may have been covid19.
Antibodies test was negative. (allegedly)"
120,'1263613124097302535,5/21/20 23:30,Irunmolenlateam,Everywhere,"UK pledges £20m to Africa’s fight against COVID-19
https://t.co/fLfGC4J858 https://t.co/MLZpjW4PtW"
121,'1263613123489120256,5/21/20 23:30,ITroll4u2,Maine,"USA 🇺🇸 Covid19 Patients Recovered
381,872 as of 7PM ET 05/21/2020

370,057 as of 7PM ET 05/20/2020
363,125 as of 7P… https://t.co/YsHcyOpzXb"
122,'1263613122876780544,5/21/20 23:30,DrRonaldRosso,"Torrance, CA",The race is on for a covid-19 test you can take at home | MIT Technology Review - https://t.co/icfFOWkaMd #Covid_19 https://t.co/BXX1ex4SMg
123,'1263613120368513025,5/21/20 23:30,judieyoung,,"@CJ_isnowblue They got the Covid 19, they won’t be back?"
124,'1263613119865200644,5/21/20 23:30,MyGlendale,"Glendale, CA","Many have asked how they can help our nurses, doctors &amp; healthcare workers. If you want to donate/know of businesse… https://t.co/aQJrgFurw2"
125,'1263613119596834818,5/21/20 23:30,waqarm2019,"New York, USA","Video Report - #XiJinping #2020twosessions Xi Jinping and #CPPCC members mourn lives lost to COVID-19
https://t.co/uCucF7QRNC"
126,'1263613119508754432,5/21/20 23:30,emweeklyrpt,Worldwide,@CDCgov Multisystem Inflammatory Syndrome in Children (MIS-C) Associated with Coronavirus Disease 2019 (COVID-19)… https://t.co/9r3GSPS02a
127,'1263613117071753218,5/21/20 23:30,abovebottomline,,"Meanwhile, eBay has shown its chops as a strong corporate citizen, and no, we’re not only talking about the company… https://t.co/sgUPj53g56"
128,'1263613116547555328,5/21/20 23:30,NNVnews,,"Unprecedented COVID19 Workers Strike! 

Subscribe Here --&gt; https://t.co/INFuvVd3GP https://t.co/frVCYAyI6p"
129,'1263613116505624576,5/21/20 23:30,dancingclssrms,Global,"#TBT Last Tuesday's Digital Roundtable Discussion! Panelists Emmanuel Pierre-Antoine, Jill Sternheimer (moderator),… https://t.co/dDe4RvZCEC"
130,'1263613116446904322,5/21/20 23:30,Conferenz,"Auckland, New Zealand",Conferenz and NZTech are proud to bring you three free Government focused webinars discussing the impact that Covid… https://t.co/nzuzemLBye
131,'1263613116304277505,5/21/20 23:30,MarkinOutLoud,St. John's,"#FridayMorningMarkout @HodaKotb Talks to a Medical Professional About a ""Promising"" COVID-19 Vaccine ~ via @ETNow… https://t.co/RK8hZcOnA9"
132,'1263613115498971139,5/21/20 23:30,steelcitycrazy,Heinz Field,"The fix will be in this weekend 😡
https://t.co/64HhaqrZDp"
133,'1263613115268239360,5/21/20 23:30,attnyatwork,,"Working From Home: Ways to Guard Your Health and Sanity During the COVID-19 Crisis
By Jamie Spannhake @IdealYear… https://t.co/ar2BBeke4m"
134,'1263613114416795648,5/21/20 23:30,FamilyStudies,Melbourne Australia,"How is COVID-19 impacting on young people? 
Find out in the third webinar of our Families in Focus series, as Kathe… https://t.co/rtOcNJzhRO"
135,'1263613114009993219,5/21/20 23:30,TheJasonAndPili,"Garwood, NJ","In this 2nd Cup of Coffee episode, we welcome Greg Shea of Pen Company Of America. Greg's Company, a 4th generation… https://t.co/p26V4MsSyX"
136,'1263613113796046853,5/21/20 23:30,booking_it_fast,"Bloomington, IN","IU announces COVID-19 testing plan, hinting at return to in-person classes https://t.co/dKRwbHolQ6 via @theheraldtimes"
137,'1263613113531805703,5/21/20 23:30,JasonYarusi,"Westfield, NJ","In this 2nd Cup of Coffee episode, we welcome Greg Shea of Pen Company Of America. Greg's Company, a 4th generation… https://t.co/Dc4Txvv4AC"
138,'1263613111979761665,5/21/20 23:30,WorldPulse,World,"Join @jessrobin96, CEO at @PurIntl, and @jensine, Founder and CEO of @WorldPulse, for a Screenside Chat on The Glob… https://t.co/PsrISrmGHu"
139,'1263613110600032265,5/21/20 23:30,Lifting_TheVeil,,"I cannot believe youtube just removed this interview with professor john iaonnidis of stanford university, THE WORL… https://t.co/AAV9qlVmbN"
140,'1263613110583263232,5/21/20 23:30,wealthprepared,,"Here’s How One Family Foundation Is Teaching Their Next Gen Family Members To Stay On Track For Impact, Even During… https://t.co/8vC12A4cX1"
141,'1263613110084079617,5/21/20 23:30,NFIDvaccines,"Bethesda, MD",Is There Any Safe Way to Socialize During the #Coronavirus #Pandemic? https://t.co/KpxrbupaZ7 via @TIME… https://t.co/Us8gsvQtTl
